Use_FINAL,Rationale,act_id,MLocID,StationDes,GNIS_Name,SampleStart_Date,tot.abund,Latitude,Longitude,AU_ID,EcoRegion3,EcoRegion2,Reachcode,Measure,ELEV_Ft,COMID,Nearby_COMID,ReferenceSite,Name,Description
Y,,33691-ORDEQ:20060809:R:SR,33691-ORDEQ,Malheur River,Malheur River,08/09/2006,701,43.55383921,-118.1494758,OR_SR_1705011614_05_102761,80,COLD DESERTS,17050116000226,27.495519999999999,3243,23413293,,MOST DISTURBED,33691-ORDEQ,Malheur River
N,,33691-ORDEQ:20060809:R:QCLR,33691-ORDEQ,Malheur River,Malheur River,08/09/2006,608,43.55383921,-118.1494758,OR_SR_1705011614_05_102761,80,COLD DESERTS,17050116000226,27.495519999999999,3243,23413293,,MOST DISTURBED,33691-ORDEQ,Malheur River
N,non-wadeable,33810-ORDEQ:20060810:R:SR,33810-ORDEQ,"Malheur River at River Mile 62.2, downstream of Namorf",Malheur River,08/10/2006,584,43.78659953,-117.7099944,OR_SR_1705011702_05_103270,80,COLD DESERTS,17050117001892,88.022850000000005,2572,24143296,,MOST DISTURBED,33810-ORDEQ,"Malheur River at River Mile 62.2, downstream of Namorf"
N,non-wadeable,33809-ORDEQ:20060810:R:QCFR,33809-ORDEQ,"Malheur River at River Mile 62.6, downstream of Namorf",Malheur River,08/10/2006,534,43.78663645,-117.717502,OR_SR_1705011702_05_103270,80,COLD DESERTS,17050117001878,64.617000000000004,2590,24143298,,MOST DISTURBED,33809-ORDEQ,"Malheur River at River Mile 62.6, downstream of Namorf"
N,non-wadeable,33809-ORDEQ:20060810:R:SR,33809-ORDEQ,"Malheur River at River Mile 62.6, downstream of Namorf",Malheur River,08/10/2006,637,43.78663645,-117.717502,OR_SR_1705011702_05_103270,80,COLD DESERTS,17050117001878,64.617000000000004,2590,24143298,,MOST DISTURBED,33809-ORDEQ,"Malheur River at River Mile 62.6, downstream of Namorf"
N,non-wadeable,33808-ORDEQ:20060810:R:SR,33808-ORDEQ,Malheur River downstream of China Creek,Malheur River,08/10/2006,551,43.77789305,-117.8177204,OR_SR_1705011701_05_102762,80,COLD DESERTS,17050117000097,42.452599999999997,2714,24143344,,MOST DISTURBED,33808-ORDEQ,Malheur River downstream of China Creek
N,non-wadeable,33681-ORDEQ:20060809:R:SR,33681-ORDEQ,"Malheur River downstream of Vale WWTP, near property line",Malheur River,08/09/2006,130,43.9916059,-117.2139171,OR_SR_1705011706_05_102745,12,COLD DESERTS,17050117000378,68.862610000000004,2218,24143926,,MOST DISTURBED,33681-ORDEQ,"Malheur River downstream of Vale WWTP, near property line"
N,,25377-ORDEQ:20010702:T:SR,25377-ORDEQ,McClure Creek,McClure Creek,07/02/2001,512,45.85942805,-123.6192968,OR_WS_171002020306_05_106093,1,MARINE WEST COAST FOREST,17100202000371,82.416219999999996,592,23872579,,MOST DISTURBED,25377-ORDEQ,McClure Creek
Y,,25377-ORDEQ:20010702:R:SR,25377-ORDEQ,McClure Creek,McClure Creek,07/02/2001,513,45.85942805,-123.6192968,OR_WS_171002020306_05_106093,1,MARINE WEST COAST FOREST,17100202000371,82.416219999999996,592,23872579,,MOST DISTURBED,25377-ORDEQ,McClure Creek
Y,,31532-ORDEQ:20040608:R:SR,31532-ORDEQ,McDermitt Creek at Zimmerman's,McDermitt Creek,06/08/2004,596,42.00036941,-117.9312391,OR_SR_1604020102_05_102639,80,COLD DESERTS,16040201006225,92.062129999999996,4743,11846189,,MOST DISTURBED,31532-ORDEQ,McDermitt Creek at Zimmerman's
Y,,33491-ORDEQ:20060718:R:SR,33491-ORDEQ,McNulty Creek,McNulty Creek,07/18/2006,550,45.8457968,-122.8313974,OR_WS_170900120304_02_104560,3,MARINE WEST COAST FOREST,17090012000121,71.38252,69,23815138,,MOST DISTURBED,33491-ORDEQ,McNulty Creek
N,,123090,PIBO:0850,Meadow Creek,Meadow Creek,07/05/2002,300,44.999069,-117.17082,OR_WS_170502010603_05_103104,11,WESTERN CORDILLERA,17050201000541,63.726902430000003,5383,24193924,,MOST DISTURBED,PIBO:0850,Meadow Creek
N,,119613,PIBO:0850,Meadow Creek,Meadow Creek,07/05/2002,505,44.999069,-117.17082,OR_WS_170502010603_05_103104,11,WESTERN CORDILLERA,17050201000541,63.726902430000003,5383,24193924,,MOST DISTURBED,PIBO:0850,Meadow Creek
Y,,134513,PIBO:0850,Meadow Creek,Meadow Creek,06/26/2007,613,44.999069,-117.17082,OR_WS_170502010603_05_103104,11,WESTERN CORDILLERA,17050201000541,63.726902430000003,5383,24193924,,MOST DISTURBED,PIBO:0850,Meadow Creek
N,,150314,PIBO:0850,Meadow Creek,Meadow Creek,07/07/2012,683,44.999069,-117.17082,OR_WS_170502010603_05_103104,11,WESTERN CORDILLERA,17050201000541,63.726902430000003,5383,24193924,,MOST DISTURBED,PIBO:0850,Meadow Creek
N,,167333,PIBO:0850,Meadow Creek,Meadow Creek,07/14/2017,582,44.999069,-117.17082,OR_WS_170502010603_05_103104,11,WESTERN CORDILLERA,17050201000541,63.726902430000003,5383,24193924,,MOST DISTURBED,PIBO:0850,Meadow Creek
Y,,34634-ORDEQ:20070821:R:SR,34634-ORDEQ,Miami R at RM 6.07 US of Peterson Cr,Miami River,08/21/2007,558,45.60543329,-123.8760597,OR_SR_1710020307_05_105937,1,MARINE WEST COAST FOREST,17100203000232,5.8569699999999996,50,23876085,,MOST DISTURBED,34634-ORDEQ,Miami R at RM 6.07 US of Peterson Cr
Y,,30413-ORDEQ:20030825:R:SR,30413-ORDEQ,Middle Fork John Day River,Middle Fork John Day River,08/25/2003,543,44.77078293,-118.8774487,OR_SR_1707020303_05_101624,11,WESTERN CORDILLERA,17070203000107,66.466859999999997,3233,23681237,,MOST DISTURBED,30413-ORDEQ,Middle Fork John Day River
N,,30413-ORDEQ:20030825:T:SR,30413-ORDEQ,Middle Fork John Day River,Middle Fork John Day River,08/25/2003,535,44.77078293,-118.8774487,OR_SR_1707020303_05_101624,11,WESTERN CORDILLERA,17070203000107,66.466859999999997,3233,23681237,,MOST DISTURBED,30413-ORDEQ,Middle Fork John Day River
N,,31499-ORDEQ:20050601:R:SR,31499-ORDEQ,Middle Neal Creek at Hwy 35,Neal Creek,06/01/2005,1624,45.6426208,-121.5140412,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105015437,69.332989999999995,593,24505132,,MOST DISTURBED,31499-ORDEQ,Middle Neal Creek at Hwy 35
N,,31499-ORDEQ:20050617:R:SR,31499-ORDEQ,Middle Neal Creek at Hwy 35,Neal Creek,06/17/2005,1651,45.6426208,-121.5140412,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105015437,69.332989999999995,593,24505132,,MOST DISTURBED,31499-ORDEQ,Middle Neal Creek at Hwy 35
Y,,31499-ORDEQ:20070723:R:SR,31499-ORDEQ,Middle Neal Creek at Hwy 35,Neal Creek,07/23/2007,546,45.6426208,-121.5140412,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105015437,69.332989999999995,593,24505132,,MOST DISTURBED,31499-ORDEQ,Middle Neal Creek at Hwy 35
N,,31499-ORDEQ:20080722:R:SR,31499-ORDEQ,Middle Neal Creek at Hwy 35,Neal Creek,07/22/2008,522,45.6426208,-121.5140412,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105015437,69.332989999999995,593,24505132,,MOST DISTURBED,31499-ORDEQ,Middle Neal Creek at Hwy 35
Y,,30407-ORDEQ:20030623:R:SR,30407-ORDEQ,Mill Creek,Mill Creek,06/23/2003,595,45.04592094,-123.4356359,OR_SR_1709000803_02_104037,3,MARINE WEST COAST FOREST,17090008000152,34.154339999999998,283,23796773,,MOST DISTURBED,30407-ORDEQ,Mill Creek
N,,30407-ORDEQ:20030623:T:SR,30407-ORDEQ,Mill Creek,Mill Creek,06/23/2003,520,45.04592094,-123.4356359,OR_SR_1709000803_02_104037,3,MARINE WEST COAST FOREST,17090008000152,34.154339999999998,283,23796773,,MOST DISTURBED,30407-ORDEQ,Mill Creek
Y,,32513-ORDEQ:20050804:R:SR,32513-ORDEQ,Mill Creek 100 feet downstream of Hubbard STP outfall (edge of mixing zone),Mill Creek,08/04/2005,508,45.18645036,-122.8134753,OR_WS_170900090502_02_104481,3,MARINE WEST COAST FOREST,17090009000033,97.192019999999999,138,23800582,,MOST DISTURBED,32513-ORDEQ,Mill Creek 100 feet downstream of Hubbard STP outfall (edge of mixing zone)
Y,,37847-ORDEQ:20140930:R:SR,37847-ORDEQ,Mill Creek at RM 1.5,Mill Creek,09/30/2014,577,45.42083773,-123.7877454,OR_WS_171002030406_05_106217,1,MARINE WEST COAST FOREST,17100203000287,85.589429999999993,47,23876207,,MOST DISTURBED,37847-ORDEQ,Mill Creek at RM 1.5
N,,32060-ORDEQ:20050804:R:SR,32060-ORDEQ,Mill Creek upstream of Hubbard STP (Pudding River),Mill Creek,08/04/2005,535,45.18599471,-122.81389,OR_WS_170900090502_02_104481,3,MARINE WEST COAST FOREST,17090009000033,97.990269999999995,138,23800582,,MOST DISTURBED,32060-ORDEQ,Mill Creek upstream of Hubbard STP (Pudding River)
Y,,25780-ORDEQ:20010703:R:SR,25780-ORDEQ,Molalla River,Molalla River,07/03/2001,357,45.06382228,-122.4907656,OR_SR_1709000904_02_104086,4,WESTERN CORDILLERA,17090009000170,44.63655,587,23800862,,MOST DISTURBED,25780-ORDEQ,Molalla River
N,,25780-ORDEQ:20010910:R:SR,25780-ORDEQ,Molalla River,Molalla River,09/10/2001,159,45.06382228,-122.4907656,OR_SR_1709000904_02_104086,4,WESTERN CORDILLERA,17090009000170,44.63655,587,23800862,,MOST DISTURBED,25780-ORDEQ,Molalla River
Y,,38568-ORDEQ:20160622:R:SR,38568-ORDEQ,Mosier Creek at RM 0.86,Mosier Creek,06/22/2016,595,45.68217594,-121.3887956,OR_SR_1707010511_02_101513,9,WESTERN CORDILLERA,17070105000136,74.926820000000006,155,24504494,,MOST DISTURBED,38568-ORDEQ,Mosier Creek at RM 0.86
Y,,185011,MP-SS-2080,MP-SS-2080: North Fork Silver Creek,North Fork Silver Creek,07/22/2021,1034,42.541093,-123.725839,OR_WS_171003110902_02_104899,78,WESTERN CORDILLERA,17100311005506,82.44,3091,23945499,,MOST DISTURBED,MP-SS-2080,MP-SS-2080: North Fork Silver Creek
Y,,29875-ORDEQ:20030818:R:SR,29875-ORDEQ,Muddy Creek,Muddy Creek,08/18/2003,569,44.44170773,-123.3197315,OR_SR_1709000302_02_103806,3,MARINE WEST COAST FOREST,17090003000179,26.42792,240,23762973,,MOST DISTURBED,29875-ORDEQ,Muddy Creek
Y,,33892-ORDEQ:20060911:R:SR,33892-ORDEQ,Muddy Creek at River Mile 9.1,Muddy Creek,09/11/2006,169,44.46620115,-123.1972237,OR_SR_1709000306_02_103838,3,MARINE WEST COAST FOREST,17090003000486,75.320509999999999,226,23763753,,MOST DISTURBED,33892-ORDEQ,Muddy Creek at River Mile 9.1
N,,30328-ORDEQ:20030630:R:SR,30328-ORDEQ,Multnomah Channel tributary,NULL,06/30/2003,773,45.6951685,-122.8855419,OR_WS_170900120305_02_104561,1,MARINE WEST COAST FOREST,17090012000191,69.204949999999997,574,23815310,,MOST DISTURBED,30328-ORDEQ,Multnomah Channel tributary
Y,,30429-ORDEQ:20030721:R:SR,30429-ORDEQ,Murderers Creek,Murderers Creek,07/21/2003,544,44.2668571,-119.2195004,OR_WS_170702010301_05_102028,11,WESTERN CORDILLERA,17070201000300,68.027929999999998,4543,23822311,,MOST DISTURBED,30429-ORDEQ,Murderers Creek
N,,30429-ORDEQ:20030721:T:SR,30429-ORDEQ,Murderers Creek,Murderers Creek,07/21/2003,605,44.2668571,-119.2195004,OR_WS_170702010301_05_102028,11,WESTERN CORDILLERA,17070201000300,68.027929999999998,4543,23822311,,MOST DISTURBED,30429-ORDEQ,Murderers Creek
Y,,40718-ORDEQ:20180803:R:SR,40718-ORDEQ,N Powder River DS Ellis Rd near ODFW Pond #2,North Powder River,08/03/2018,563,44.99448965,-117.9918,OR_SR_1705020305_05_102817,11,WESTERN CORDILLERA,17050203000263,79.47,3375,24208085,,MOST DISTURBED,40718-ORDEQ,N Powder River DS Ellis Rd near ODFW Pond #2
Y,,dfw_39719:20080904:R:SR,dfw_39719,N Roy Cr,North Roy Creek,09/04/2008,113,44.79263984,-123.9861054,OR_WS_171002040704_02_106181,1,MARINE WEST COAST FOREST,17100204000471,39.626379999999997,88,23881622,,MOST DISTURBED,dfw_39719,N Roy Cr
Y,,13141-ORDEQ:20000705:R:SR,13141-ORDEQ,Neal Creek at mouth (upstream of bridge),Neal Creek,07/05/2000,573,45.66386253,-121.525546,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000431,0.18872,292,24505130,,MOST DISTURBED,13141-ORDEQ,Neal Creek at mouth (upstream of bridge)
N,,13141-ORDEQ:20000705:R:QCFR,13141-ORDEQ,Neal Creek at mouth (upstream of bridge),Neal Creek,07/05/2000,656,45.66386253,-121.525546,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000431,0.18872,292,24505130,,MOST DISTURBED,13141-ORDEQ,Neal Creek at mouth (upstream of bridge)
N,,13141-ORDEQ:20010710:R:SR,13141-ORDEQ,Neal Creek at mouth (upstream of bridge),Neal Creek,07/10/2001,118,45.66386253,-121.525546,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000431,0.18872,292,24505130,,MOST DISTURBED,13141-ORDEQ,Neal Creek at mouth (upstream of bridge)
N,,13141-ORDEQ:20050617:R:SR,13141-ORDEQ,Neal Creek at mouth (upstream of bridge),Neal Creek,06/17/2005,1180,45.66386253,-121.525546,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000431,0.18872,292,24505130,,MOST DISTURBED,13141-ORDEQ,Neal Creek at mouth (upstream of bridge)
N,,13141-ORDEQ:20070723:R:SR,13141-ORDEQ,Neal Creek at mouth (upstream of bridge),Neal Creek,07/23/2007,564,45.66386253,-121.525546,OR_WS_170701050701_02_102005,9,WESTERN CORDILLERA,17070105000431,0.18872,292,24505130,,MOST DISTURBED,13141-ORDEQ,Neal Creek at mouth (upstream of bridge)
Y,,33311-ORDEQ:20060809:R:SR,33311-ORDEQ,Neawanna CR at RM 3.41 (ODFW),NULL,08/09/2006,525,45.98097226,-123.9068105,OR_WS_171002010103_05_106209,1,MARINE WEST COAST FOREST,17100201000681,22.618130000000001,106,23871239,,MOST DISTURBED,33311-ORDEQ,Neawanna CR at RM 3.41 (ODFW)
Y,,38024-ORDEQ:20170705:R:SR,38024-ORDEQ,NF Tickle Creek below Hwy 26 Culvert,NULL,07/05/2017,563,45.41151309,-122.3070125,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000408,48.397269999999999,626,23809824,,MOST DISTURBED,38024-ORDEQ,NF Tickle Creek below Hwy 26 Culvert
Y,,184909,NO-RO-9200,NO-RO-9200: South Fork Owyhee River,South Fork Owyhee River,09/02/2021,614,41.822138,-116.537091,NULL,80,COLD DESERTS,17050105000556,51.81,4800,23334116,,MOST DISTURBED,NO-RO-9200,NO-RO-9200: South Fork Owyhee River
Y,,32448-ORDEQ:20050721:R:SR,32448-ORDEQ,North Fork Deep Creek 50 feet downstream of Boring STP outfall,North Fork Deep Creek,07/21/2005,549,45.42661707,-122.3771821,OR_WS_170900110605_02_104547,3,MARINE WEST COAST FOREST,17090011000300,62.094299999999997,462,23809580,,MOST DISTURBED,32448-ORDEQ,North Fork Deep Creek 50 feet downstream of Boring STP outfall
N,,32446-ORDEQ:20050721:R:SR,32446-ORDEQ,North Fork Deep Creek upstream of Boring STP outfall at weir,North Fork Deep Creek,07/21/2005,523,45.42675734,-122.3769911,OR_WS_170900110605_02_104547,3,MARINE WEST COAST FOREST,17090011000300,62.527500000000003,464,23809580,,MOST DISTURBED,32446-ORDEQ,North Fork Deep Creek upstream of Boring STP outfall at weir
Y,,24431-ORDEQ:20000814:R:SR,24431-ORDEQ,"North Fork Deer Creek, 260 m downstream of FSR 641 (Deer, SF John Day, John Day)",North Fork Deer Creek,08/14/2000,566,44.20759794,-119.28908,OR_WS_170702010205_05_102025,11,WESTERN CORDILLERA,17070201000264,59.929560000000002,5242,23822239,,MOST DISTURBED,24431-ORDEQ,"North Fork Deer Creek, 260 m downstream of FSR 641 (Deer, SF John Day, John Day)"
N,,24431-ORDEQ:20000814:T:SR,24431-ORDEQ,"North Fork Deer Creek, 260 m downstream of FSR 641 (Deer, SF John Day, John Day)",North Fork Deer Creek,08/14/2000,644,44.20759794,-119.28908,OR_WS_170702010205_05_102025,11,WESTERN CORDILLERA,17070201000264,59.929560000000002,5242,23822239,,MOST DISTURBED,24431-ORDEQ,"North Fork Deer Creek, 260 m downstream of FSR 641 (Deer, SF John Day, John Day)"
Y,,167710,PR-RV-14271,NORTH FORK JOHN DAY RIVER,North Fork John Day River,07/31/2017,585,44.947564,-119.292565,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000088,88.92,2239,23670799,,MOST DISTURBED,PR-RV-14271,NORTH FORK JOHN DAY RIVER
N,,168897,PWS-SR-21951,NORTH FORK JOHN DAY RIVER,North Fork John Day River,08/27/2018,584,44.991977,-119.091223,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000110,91.51,2539,23670851,,MOST DISTURBED,PWS-SR-21951,NORTH FORK JOHN DAY RIVER
N,,168900,PWS-SR-29119,NORTH FORK JOHN DAY RIVER,North Fork John Day River,08/29/2018,648,44.981326,-119.192952,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000100,66.56,2398,23670827,,MOST DISTURBED,PWS-SR-29119,NORTH FORK JOHN DAY RIVER
N,,168907,PWS-SR-68991,NORTH FORK JOHN DAY RIVER,North Fork John Day River,08/29/2018,644,44.905771,-119.374623,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000083,76.48,2117,23670789,,MOST DISTURBED,PWS-SR-68991,NORTH FORK JOHN DAY RIVER
N,,185044,PWS-SR-21951,NORTH FORK JOHN DAY RIVER,North Fork John Day River,08/09/2021,626,44.991977,-119.091223,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000110,91.51,2539,23670851,,MOST DISTURBED,PWS-SR-21951,NORTH FORK JOHN DAY RIVER
N,,185045,PWS-SR-29119,NORTH FORK JOHN DAY RIVER,North Fork John Day River,08/10/2021,676,44.981326,-119.192952,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000100,66.56,2398,23670827,,MOST DISTURBED,PWS-SR-29119,NORTH FORK JOHN DAY RIVER
N,,185046,PWS-SR-68991,NORTH FORK JOHN DAY RIVER,North Fork John Day River,09/19/2021,649,44.905771,-119.374623,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000083,76.48,2117,23670789,,MOST DISTURBED,PWS-SR-68991,NORTH FORK JOHN DAY RIVER
N,non-wadeable,33834-ORDEQ:20060824:T:SR,33834-ORDEQ,North Santiam River,North Santiam River,08/24/2006,615,44.72013042,-122.9530227,OR_SR_1709000506_02_103930,3,MARINE WEST COAST FOREST,17090005000231,22.712230000000002,258,23780885,,MOST DISTURBED,33834-ORDEQ,North Santiam River
Y,,30348-ORDEQ:20030714:R:SR,30348-ORDEQ,Odell Creek tributary,NULL,07/14/2003,580,45.62714483,-121.564151,OR_WS_170701050702_02_102006,9,WESTERN CORDILLERA,17070105015142,22.455369999999998,798,24506326,,MOST DISTURBED,30348-ORDEQ,Odell Creek tributary
Y,,33350-ORDEQ:20060928:R:SR,33350-ORDEQ,Olalla CR TRIB (RM 4.48) at RM 0.12,NULL,09/28/2006,558,44.6513372,-123.9137866,OR_WS_171002040301_02_106185,1,MARINE WEST COAST FOREST,17100204000617,13.4245,22,23881918,,MOST DISTURBED,33350-ORDEQ,Olalla CR TRIB (RM 4.48) at RM 0.12
N,,26890-ORDEQ:20020724:T:SR,26890-ORDEQ,Olive Creek,Beaver Creek,07/24/2002,513,44.77895408,-118.4525658,OR_WS_170702020203_05_102094,11,WESTERN CORDILLERA,17070202000547,41.204590000000003,4770,23671819,,MOST DISTURBED,26890-ORDEQ,Olive Creek
Y,,26890-ORDEQ:20020724:R:SR,26890-ORDEQ,Olive Creek,Beaver Creek,07/24/2002,514,44.77895408,-118.4525658,OR_WS_170702020203_05_102094,11,WESTERN CORDILLERA,17070202000547,41.204590000000003,4770,23671819,,MOST DISTURBED,26890-ORDEQ,Olive Creek
N,,31926-ORDEQ:20040812:R:SR,31926-ORDEQ,Osborne Spring Creek above confluence of Silent Creek,Osburn Creek,08/12/2004,518,45.54249013,-122.448186,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012011006,3.9698799999999999,71,NULL,23815106,MOST DISTURBED,31926-ORDEQ,Osborne Spring Creek above confluence of Silent Creek
Y,,31925-ORDEQ:20040812:R:SR,31925-ORDEQ,Osborne Spring Creek below confluence of Silent Creek,Osburn Creek,08/12/2004,998,45.5426604,-122.4479404,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012010987,97.37594,69,NULL,23815106,MOST DISTURBED,31925-ORDEQ,Osborne Spring Creek below confluence of Silent Creek
N,,130072,PIBO:1457,Owens Creek,NULL,07/03/2005,225,45.2159,-118.83431,OR_WS_170702020602_05_102113,11,WESTERN CORDILLERA,17070202030363,33.722296559999997,4074,23671423,,MOST DISTURBED,PIBO:1457,Owens Creek
Y,,146662,PIBO:1457,Owens Creek,NULL,07/20/2010,490,45.2159,-118.83431,OR_WS_170702020602_05_102113,11,WESTERN CORDILLERA,17070202030363,33.722296559999997,4074,23671423,,MOST DISTURBED,PIBO:1457,Owens Creek
N,,156896,PIBO:1457,Owens Creek,NULL,07/01/2015,655,45.2159,-118.83431,OR_WS_170702020602_05_102113,11,WESTERN CORDILLERA,17070202030363,33.722296559999997,4074,23671423,,MOST DISTURBED,PIBO:1457,Owens Creek
Y,,25363-ORDEQ:20010919:R:SR,25363-ORDEQ,"Parsons Creek (Mohawk, McKenzie)",Parsons Creek,09/19/2001,714,44.19591333,-122.9458994,OR_SR_1709000406_02_103876,4,WESTERN CORDILLERA,17090004000415,11.04627,1321,23773611,,MOST DISTURBED,25363-ORDEQ,"Parsons Creek (Mohawk, McKenzie)"
Y,,13082-ORDEQ:20140818:R:SR,13082-ORDEQ,Patawa Creek at confluence with Tutwilla Creek,Patawa Creek,08/18/2014,513,45.65406524,-118.7944143,OR_WS_170701030506_02_101907,10,COLD DESERTS,17070103000315,1.187E-2,1080,23648398,,MOST DISTURBED,13082-ORDEQ,Patawa Creek at confluence with Tutwilla Creek
Y,,33506-ORDEQ:20060727:R:SR,33506-ORDEQ,Periwinkle Creek,Periwinkle Creek,07/27/2006,569,44.61047612,-123.0621967,OR_WS_170900030610_02_104298,3,MARINE WEST COAST FOREST,17090003000550,86.640749999999997,241,23763901,,MOST DISTURBED,33506-ORDEQ,Periwinkle Creek
N,,178183,MN-RO-1084,Powder River,Powder River,08/06/2021,663,44.8106,-117.35,OR_SR_1705020309_05_102829,11,WESTERN CORDILLERA,17050203000149,62.29,2475,24207833,,MOST DISTURBED,MN-RO-1084,Powder River
Y,,13062-ORDEQ:20180911:R:SR,13062-ORDEQ,Powder River at Hwy 7 (2 miles south of Baker City),Powder River,09/11/2018,527,44.7425182,-117.8348208,OR_SR_1705020302_05_102815,11,WESTERN CORDILLERA,17050203000374,3.5538099999999999,3490,24208315,,MOST DISTURBED,13062-ORDEQ,Powder River at Hwy 7 (2 miles south of Baker City)
N,,37786-ORDEQ:20180806:R:SR,37786-ORDEQ,Powder River near Haines,Powder River,08/06/2018,563,44.93738873,-117.9445241,OR_SR_1705020304_05_102818,11,WESTERN CORDILLERA,17050203000324,10.846780000000001,3297,24208211,,MOST DISTURBED,37786-ORDEQ,Powder River near Haines
Y,,37422-ORDEQ:20180813:R:SR,37422-ORDEQ,Powder River near Upper Timber Gulch,Powder River,08/13/2018,549,44.77685072,-117.2838913,OR_SR_1705020309_05_102829,11,WESTERN CORDILLERA,17050203000144,0.42664999999999997,2273,24207823,,MOST DISTURBED,37422-ORDEQ,Powder River near Upper Timber Gulch
N,,40717-ORDEQ:20180929:R:SR,40717-ORDEQ,Powder River RM 32.7 (Snake) at Hwy 86 DS of Bacher Cr,Powder River,09/29/2018,533,44.82721834,-117.4279293,OR_SR_1705020309_05_102829,11,WESTERN CORDILLERA,17050203000157,84.18,2585,24207849,,MOST DISTURBED,40717-ORDEQ,Powder River RM 32.7 (Snake) at Hwy 86 DS of Bacher Cr
Y,,26802-ORDEQ:20020819:R:SR,26802-ORDEQ,Pringle Creek tributary,NULL,08/19/2002,535,44.90893471,-123.019974,OR_WS_170900070301_02_104413,3,MARINE WEST COAST FOREST,17090007000537,18.728339999999999,193,23792283,,MOST DISTURBED,26802-ORDEQ,Pringle Creek tributary
N,,158396,PR-LS-10191,PR-LS-10191:White River,White River,07/23/2016,416,45.138866,-121.409029,OR_SR_1707030609_05_101820,9,WESTERN CORDILLERA,17070306003827,14.1,1929,23718987,,MOST DISTURBED,PR-LS-10191,PR-LS-10191:White River
Y,,158402,PR-LS-11215,PR-LS-11215:White River,White River,07/22/2016,355,45.145912,-121.339889,OR_SR_1707030609_05_101820,10,COLD DESERTS,17070306004120,94.95,1674,23718983,,MOST DISTURBED,PR-LS-11215,PR-LS-11215:White River
N,,158405,PR-RV-10175,PR-RV-10175:North Fork John Day River,North Fork John Day River,06/14/2016,635,44.971798,-119.280774,OR_SR_1707020207_05_101595,11,WESTERN CORDILLERA,17070202000093,26.48,2293,23670813,,MOST DISTURBED,PR-RV-10175,PR-RV-10175:North Fork John Day River
Y,,158419,PR-SS-11743,PR-SS-11743:Mud Creek,Mud Creek,07/27/2016,828,44.585795,-120.208377,OR_WS_170702040303_05_102198,11,WESTERN CORDILLERA,17070204002114,73.33,2460,23690198,,MOST DISTURBED,PR-SS-11743,PR-SS-11743:Mud Creek
Y,,33889-ORDEQ:20060913:R:SR,33889-ORDEQ,Pudding River at River Mile 38.0,Pudding River,09/13/2006,227,45.06859723,-122.8395286,OR_SR_1709000901_02_104064,3,MARINE WEST COAST FOREST,17090009000065,48.279580000000003,127,23800648,,MOST DISTURBED,33889-ORDEQ,Pudding River at River Mile 38.0
N,,33886-ORDEQ:20060914:R:SR,33886-ORDEQ,Pudding River at River Mile 40.5,Pudding River,09/14/2006,204,45.0636308,-122.8384425,OR_SR_1709000901_02_104064,3,MARINE WEST COAST FOREST,17090009000066,7.89506,135,23800650,,MOST DISTURBED,33886-ORDEQ,Pudding River at River Mile 40.5
Y,,23860-ORDEQ:20000724:R:SR,23860-ORDEQ,"Pudding River at River Mile 60.6, at Fisher Farms (Pudding, Willamette)",Pudding River,07/24/2000,296,44.90141298,-122.7806686,OR_WS_170900090101_02_104454,3,MARINE WEST COAST FOREST,17090009000551,54.886299999999999,605,23801764,,MOST DISTURBED,23860-ORDEQ,"Pudding River at River Mile 60.6, at Fisher Farms (Pudding, Willamette)"
Y,,21798-ORDEQ:19990914:R:SR,21798-ORDEQ,Redibaugh Creek at River Mile 1.33,Redibaugh Creek,09/14/1999,300,43.02718768,-124.3709595,OR_WS_171003060106_02_105009,1,MARINE WEST COAST FOREST,17100306000209,40.834780000000002,281,23920900,,MOST DISTURBED,21798-ORDEQ,Redibaugh Creek at River Mile 1.33
N,,29941-ORDEQ:20030623:R:SR,29941-ORDEQ,Rock Creek (Nehalem),Rock Creek,06/23/2003,684,45.8794326,-123.2438727,OR_WS_171002020106_05_106445,1,MARINE WEST COAST FOREST,17100202000127,51.917230000000004,653,23872089,,MOST DISTURBED,29941-ORDEQ,Rock Creek (Nehalem)
