Taxon_Group,Taxon,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Oligochaeta,Rhyacodrilis,FALSE,,DNI,Rhyacodrilus,Oligochaeta,DNI
Oligochaeta,Rhyacodrilus,FALSE,,DNI,Rhyacodrilus,Oligochaeta,DNI
Oligochaeta,Rhyacodrilus falciformis,FALSE,,DNI,Rhyacodrilus,Oligochaeta,DNI
Trichoptera,Rhyacophila,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila Alberta Gr.,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Trichoptera,Rhyacophila alberta group,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Trichoptera,Rhyacophila Alberta Group,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Trichoptera,Rhyacophila alberta Group,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Trichoptera,Rhyacophila angelita,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Trichoptera,Rhyacophila Angelita Gr.,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Trichoptera,Rhyacophila angelita group,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Trichoptera,Rhyacophila Angelita Group,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Trichoptera,Rhyacophila angelita Group,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Trichoptera,Rhyacophila arnaudi,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Trichoptera,Rhyacophila atrata,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila atrata complex,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila atrata Group,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila atrata group,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila basalis,FALSE,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI
Trichoptera,Rhyacophila basalis group,FALSE,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI
Trichoptera,Rhyacophila Basalis Group,FALSE,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI
Trichoptera,Rhyacophila betteni,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila Betteni Gr.,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila betteni group,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila Betteni Group,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila betteni Group,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila blarina,FALSE,formatting,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina
Trichoptera,Rhyacophila brevicephala,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila brunnea,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila brunnea group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila brunnea Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila Brunnea/Vemna Gr.,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila brunnea/vemna group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila Brunnea/Vemna Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila brunnea/vemna Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila brunnea/vemna groups,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila Brunnea/Vemna Groups,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila chilsia,FALSE,formatting- this should be in betteni group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila coloradensis,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI
Trichoptera,Rhyacophila Coloradensis Gr.,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI
Trichoptera,Rhyacophila coloradensis group,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI
Trichoptera,Rhyacophila Coloradensis Group,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI
Trichoptera,Rhyacophila coloradensis Group,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI
Trichoptera,Rhyacophila ecosa,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila Ecosa Gr,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila Ecosa group,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila Ecosa Group,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila ecosa group,FALSE,best to leave at genus,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila ecosa Group,FALSE,best to leave at genus,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila grandis,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Trichoptera,Rhyacophila Grandis Gr.,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Trichoptera,Rhyacophila grandis group,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Trichoptera,Rhyacophila Grandis Group,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Trichoptera,Rhyacophila hyalinata,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Trichoptera,Rhyacophila Hyalinata Gr.,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Trichoptera,Rhyacophila hyalinata group,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Trichoptera,Rhyacophila Hyalinata Group,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Trichoptera,Rhyacophila hyalinata Group,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Trichoptera,Rhyacophila inculta,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Trichoptera,Rhyacophila iranda,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila Iranda Gr,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila Iranda Group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila iranda group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila lieftincki,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Trichoptera,Rhyacophila Lieftincki Gr.,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Trichoptera,Rhyacophila lieftincki group,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Trichoptera,Rhyacophila malkini,FALSE,formatting,Rhyacophila malkini,Rhyacophila malkini,Rhyacophila malkini,DNI
Trichoptera,Rhyacophila narvae,FALSE,formatting,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae
Trichoptera,Rhyacophila neograndis,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Trichoptera,Rhyacophila Nevadensis Gr.,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI
Trichoptera,Rhyacophila nevadensis group,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI
Trichoptera,Rhyacophila Nevadensis Group,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI
Trichoptera,Rhyacophila nevadensis Group,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI
,Rhyacophila oreta,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI
Trichoptera,Rhyacophila Oreta Gr.,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI
Trichoptera,Rhyacophila oreta group,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI
Trichoptera,Rhyacophila Oreta Group,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI
Trichoptera,Rhyacophila oreta/rotunda,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila Oreta/Rotunda Gr.,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila Oreta/Rotunda Group,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Trichoptera,Rhyacophila pellisa,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila pellisa/valuma,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila Pellisa/Valuma Group,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila perda,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila rickeri,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Trichoptera,Rhyacophila rotunda,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI
Trichoptera,Rhyacophila Rotunda Gr.,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI
Trichoptera,Rhyacophila rotunda group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI
Trichoptera,Rhyacophila Rotunda Group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI
Trichoptera,Rhyacophila rotunda Group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI
Trichoptera,Rhyacophila sibirica,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila Sibirica Gr.,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila sibirica group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila Sibirica Group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila sibirica Group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila sibirica group A,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila sibirica group B,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila sibirica group C,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI
Trichoptera,Rhyacophila tucula,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Trichoptera,Rhyacophila vaccua,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila vaefes,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI
Trichoptera,Rhyacophila vagrita,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Trichoptera,Rhyacophila Vagrita Gr.,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Trichoptera,Rhyacophila vagrita group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Trichoptera,Rhyacophila Vagrita Group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Trichoptera,Rhyacophila vagrita Group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Trichoptera,Rhyacophila valuma,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Trichoptera,Rhyacophila vedra,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Trichoptera,Rhyacophila verrula,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Trichoptera,Rhyacophila Verrula Gr.,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Trichoptera,Rhyacophila verrula group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Trichoptera,Rhyacophila Verrula Group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Trichoptera,Rhyacophila verrula Group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Trichoptera,Rhyacophila vetina,FALSE,formatting,DNI,Rhyacophila vetina complex,Rhyacophila vetina complex,DNI
Trichoptera,Rhyacophila vetina complex,FALSE,formatting,DNI,Rhyacophila vetina complex,Rhyacophila vetina complex,DNI
Trichoptera,Rhyacophila viquaea,FALSE,formatting,DNI,Rhyacophila Viquaea Group,Rhyacophila Viquaea Group,DNI
Trichoptera,Rhyacophila viquaea group,FALSE,formatting,DNI,Rhyacophila Viquaea Group,Rhyacophila Viquaea Group,DNI
Trichoptera,Rhyacophila Viquaea Group,FALSE,formatting,DNI,Rhyacophila Viquaea Group,Rhyacophila Viquaea Group,DNI
Trichoptera,Rhyacophila visor group,FALSE,formatting,DNI,Rhyacophila Visor Group,Rhyacophila Visor Group,DNI
Trichoptera,Rhyacophila Visor Group,FALSE,formatting,DNI,Rhyacophila Visor Group,Rhyacophila Visor Group,DNI
Trichoptera,Rhyacophila visor Group,FALSE,formatting,DNI,Rhyacophila Visor Group,Rhyacophila Visor Group,DNI
Trichoptera,Rhyacophila vofixa,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila Vofixa Gr.,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila vofixa group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila Vofixa Group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila vofixa Group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Trichoptera,Rhyacophila vuzana,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Trichoptera,Rhyacophilidae,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI
Oligochaeta,Rhynchelmis,FALSE,,Lumbriculidae,Rhynchelmis,Oligochaeta,Lumbriculidae
Other Non-Insect,Rhynchobdellida,FALSE,Too Coarse,Hirudinida,Rhynchobdellida,Rhynchobdellida,Hirudinida
Plecoptera,Rickera,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Plecoptera,Rickera sorpta,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Other Non-Insect,Rissooidea,FALSE,Old nomen,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Chironomidae,Robackia,FALSE,,DNI,Robackia,Robackia,DNI
Chironomidae,Robackia demeijerei,FALSE,,DNI,Robackia,Robackia,DNI
Diptera,Roederiodes,FALSE,,Roederiodes,Roederiodes,Roederiodes,DNI
,Rossiana montana,FALSE,"not known from OR, but WA MT BC",DNI,Rossiana montana,Rossiana montana,DNI
,Rossianidae,FALSE,"not known from OR, but WA MT BC ID",DNI,Rossianidae,Rossianidae,DNI
Other Non-Insect,Sabellidae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Chironomidae,Saetheria,FALSE,,DNI,Saetheria,Saetheria,DNI
,Salda,TRUE,semiaquatic,DNI,DNI,DNI,DNI
,Saldidae,TRUE,semiaquatic,DNI,DNI,DNI,DNI
Heteroptera,Saldula,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Fish,Salmonidae,TRUE,Fish,DNI,DNI,DNI,DNI
Plecoptera,Salmoperla sylvanica,FALSE,,DNI,Salmoperla sylvanica,Salmoperla sylvanica,DNI
Coleoptera,Sanfilippodytes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Sanfilippodytes,Sanfilippodytes,Hydroporinae
Terrestrial,Sarcophagidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Other Non-Insect,Sarcoptiformes,FALSE,,DNI,Acari,Acari,DNI
,Savtshenkia,FALSE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula
Terrestrial,Scathophagidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
,Schummelia,TRUE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula
Terrestrial,Sciaridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Diptera,Sciomyzidae,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI
Coleoptera,Scirtes,FALSE,,DNI,Scirtidae,Scirtidae,DNI
Coleoptera,Scirtidae,FALSE,,DNI,Scirtidae,Scirtidae,DNI
,Scleroprocta,FALSE,perhaps mistaken for Ormosia valid,DNI,Limoniidae,Limoniidae,DNI
Diptera,Sepedon,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI
Chironomidae,Sergentia,FALSE,,DNI,Sergentia,Sergentia,DNI
,Sericostomatidae,FALSE,Gumaga only member of family in west,DNI,Gumaga,Gumaga,DNI
,Sericostriata,FALSE,Single species in Genus,DNI,Sericostriata surdickae,Sericostriata surdickae,DNI
,Sericostriata surdickae,FALSE,Single species in Genus,DNI,Sericostriata surdickae,Sericostriata surdickae,DNI
Ephemeroptera,Serratella,FALSE,,DNI,Ephemerellidae,Ephemerellidae,DNI
Ephemeroptera,Serratella levis,FALSE,,DNI,Serratella levis,Serratella levis,DNI
Ephemeroptera,Serratella micheneri,FALSE,,DNI,Serratella micheneri,Serratella micheneri,DNI
Ephemeroptera,Serratella teresa,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa
Ephemeroptera,Serratella tibialis,FALSE,S. tibialis was placed in Ephemerella (2008),Ephemerella tibialis,Ephemerella tibialis,Ephemerella tibialis,Ephemerella
Plecoptera,Setvena,FALSE,,Setvena,Setvena,Setvena,DNI
Plecoptera,Setvena bradleyi,FALSE,,Setvena,Setvena,Setvena,DNI
Plecoptera,Setvena tibialis,TRUE,????  BAD ID?????,DNI,DNI,DNI,DNI
,Sialidae,FALSE,Protosialis-is more eastern,Sialis,Sialis,Sialis,Sialis
Megaloptera,Sialis,FALSE,,Sialis,Sialis,Sialis,Sialis
Megaloptera,Sialis californica,FALSE,,Sialis,Sialis,Sialis,Sialis
Megaloptera,Sialis occidens,FALSE,,Sialis,Sialis,Sialis,Sialis
Megaloptera,Sialis rotunda,FALSE,,Sialis,Sialis,Sialis,Sialis
Other Non-Insect,Sida,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Plecoptera,Sierraperla,FALSE,single species in Genus,DNI,Sierraperla,Sierraperla,DNI
Plecoptera,Sierraperla cora,FALSE,single species in Genus,DNI,Sierraperla,Sierraperla,DNI
Heteroptera,Sigara,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Diptera,Silvius,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Terrestrial,Simnia,TRUE,Marine,DNI,DNI,DNI,DNI
Other Non-Insect,Simocephalus vetulus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Diptera,Simuliidae,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Diptera,Simuliidae-pupae,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Diptera,Simuliini,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Diptera,Simulium,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium (Eusimulium),FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium (Nevermannia),FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium arcticum,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium arcticum complex,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium arcticum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium argus,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium bivittatum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium canadense,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium carbunculum,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium defoliarti,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium Malyschevi Group,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium piperi,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium pugetense,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium saxosum,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium tuberosum complex,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium tuberosum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium venustum,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium Venustum Group,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium virgatum,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium vittatum complex,FALSE,,Simulium,Simulium,Simulium,Simulium
Diptera,Simulium vittatum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Lepidoptera,Simyra,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Diptera,Sinotipula,FALSE,,DNI,Tipulidae,Tipulidae,DNI
Ephemeroptera,Siphlonuridae,FALSE,,DNI,Siphlonuridae,Siphlonuridae,DNI
Ephemeroptera,Siphlonurus,FALSE,,DNI,Siphlonurus,Siphlonurus,DNI
Neuroptera,Sisyra,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI
