"Sample","MLocID","StationDes","Project1","Date","Habitat","Activity_Type","lat","long","total.richness","Coleoptera.rich","Diptera.rich","Ephemeroptera.rich","Plecoptera.rich","Trichoptera.rich","Baetidae.rich","Chironomidae.rich","Hydropsychidae.rich","pct_Coleoptera","pct_Diptera","pct_Ephemeroptera","pct_Plecoptera","pct_Trichoptera","EPT.rich","pct_EPT","multivoltine.rich","semivoltine.rich","univoltine.rich","pct_multivoltine","pct_semivoltine","pct_univoltine","CF.rich","CG.rich","MH.rich","OM.rich","PA.rich","PH.rich","PR.rich","SC.rich","SH.rich","UN.rich","NA.rich","pct_CF","pct_CG","pct_MH","pct_OM","pct_PA","pct_PH","pct_PR","pct_SC","pct_SH","pct_UN","pct_NA","pct_Dom.5","pct_Dom.3","pct_Dom.1","Shannon_diversity","Simpson_diversity","Evenness","Non.Insect_richness","pct_Non.Insect","MTI","tot.abund.RIV","tot.abund","tot.abund.y","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null","outlier.05","outlier.01","oe.cond","BSTI","org_id","MLocID.y","Eco2","Eco3","ELEV_m","precip_mm","temp_Cx10","W_E","HUC8_Name","HUC12_Name","Wade_Boat","Result_Status","low.count","methods.ok","OE.outlier","month","index.period","Use.303d","reason.no.303"
"13230-ORDEQ:19990915:P:SR","13230-ORDEQ","Hicks Creek off 1160 Trail #20","Oregon Plan","1999-09-15","Benthic Kick - Targeted Pool","Sample-Routine",42.65428661,-124.0167821,30,2,12,3,5,3,1,5,0,3.18471337579618,71.0191082802548,12.7388535031847,4.45859872611465,2.22929936305732,11,19.4267515923567,8,5,14,60.1910828025478,7.64331210191083,28.343949044586,NA,8,NA,1,1,NA,9,2,7,1,1,0,53.8216560509554,0,8.59872611464968,0.636942675159236,0,26.4331210191083,2.22929936305732,6.36942675159236,0.636942675159236,1.27388535031847,72.2929936305732,53.8216560509554,25.4777070063694,2.48812621886184,0.866685518584849,0.731544200368017,2,1.91082802547771,3.02380952380952,300,314,314,7,12.9364274087519,0.54,7,14.1017964071856,0.496390658174098,0.441584182196114,0.461407491486947,0,0,"Most disturbed",8.14263964719817,"OREGONDEQ","13230-ORDEQ","WC","78",124.0536,2261,185,"w","Lower Rogue","Blossom Bar-Rogue River","wadeable","Final","NO","Yes","No",9,"Yes","No","   habitat  "
"13231-ORDEQ:19980714:P:SR","13231-ORDEQ","Big Horn Creek at mouth","Oregon Plan","1998-07-14","Benthic Kick - Targeted Pool","Sample-Routine",45.26243472,-121.9208773,26,1,7,5,5,5,2,4,1,0.272479564032698,32.425068119891,25.0681198910082,35.4223433242507,4.90463215258856,15,65.3950953678474,9,2,15,36.2397820163488,0.544959128065395,63.2152588555858,NA,9,NA,1,1,NA,8,2,4,1,NA,0,36.7847411444142,0,0.272479564032698,0.544959128065395,0,24.5231607629428,1.36239782016349,35.4223433242507,1.08991825613079,0,76.566757493188,55.5858310626703,22.0708446866485,2.30073007391508,0.861294802026647,0.706157735679688,3,1.90735694822888,1.18987341772152,300,367,367,7,15.0669734443214,0.46,8,14.1017964071856,0.567303609341826,0.46383012600056,0.431590354917367,0,0,"Most disturbed",12.3905080650884,"OREGONDEQ","13231-ORDEQ","WC","4",522.732,2007,125,"w","Lower Columbia-Sandy","Middle Salmon River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"13231-ORDEQ:19980714:R:SR","13231-ORDEQ","Big Horn Creek at mouth","Oregon Plan","1998-07-14","Benthic Kick - Targeted Riffle","Sample-Routine",45.26243472,-121.9208773,42,1,6,13,9,11,2,3,1,0.492610837438424,5.41871921182266,47.2906403940887,19.2118226600985,23.6453201970443,33,90.1477832512315,5,6,28,29.5566502463054,13.3004926108374,55.1724137931034,2,10,1,3,NA,NA,11,7,7,NA,1,1.97044334975369,35.9605911330049,1.97044334975369,4.92610837438424,0,0,17.7339901477833,24.6305418719212,12.3152709359606,0,0.492610837438424,42.8571428571429,34.9753694581281,24.6305418719212,3.09325093928887,0.907593933906745,0.827588111094082,2,3.94088669950739,2.58552631578947,189,203,203,14,15.0669734443214,0.93,14,14.1017964071856,0.992781316348195,0.286209316517292,0.304069891327509,0,0,"Least disturbed",0,"OREGONDEQ","13231-ORDEQ","WC","4",522.732,2007,125,"w","Lower Columbia-Sandy","Middle Salmon River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13231-ORDEQ:19990805:P:SR","13231-ORDEQ","Big Horn Creek at mouth","Oregon Plan","1999-08-05","Benthic Kick - Targeted Pool","Sample-Routine",45.26243472,-121.9208773,15,1,6,1,3,4,1,3,0,3.03030303030303,48.4848484848485,3.03030303030303,21.2121212121212,24.2424242424242,8,48.4848484848485,5,1,9,39.3939393939394,3.03030303030303,57.5757575757576,1,3,1,1,NA,NA,7,NA,2,NA,NA,3.03030303030303,15.1515151515152,3.03030303030303,3.03030303030303,0,0,54.5454545454545,0,21.2121212121212,0,0,63.6363636363636,48.4848484848485,21.2121212121212,2.44594822815129,0.890725436179982,0.903213768768304,NA,0,1.9,29,33,33,3,15.0669734443214,0.2,4,14.1017964071856,0.283651804670913,0.708959020324242,0.659940456500165,0,0,"Most disturbed",0,"OREGONDEQ","13231-ORDEQ","WC","4",522.732,2007,125,"w","Lower Columbia-Sandy","Middle Salmon River","wadeable","Final","YES","Yes","No",8,"Yes","No","lowcount   habitat  "
"13231-ORDEQ:19990805:R:SR","13231-ORDEQ","Big Horn Creek at mouth","Oregon Plan","1999-08-05","Benthic Kick - Targeted Riffle","Sample-Routine",45.26243472,-121.9208773,51,2,12,14,9,11,3,4,1,1.30718954248366,28.7581699346405,23.5294117647059,26.4705882352941,13.3986928104575,34,63.3986928104575,8,10,32,36.9281045751634,12.4183006535948,47.7124183006536,2,15,1,2,NA,NA,16,8,5,2,NA,0.980392156862745,43.1372549019608,0.326797385620915,3.26797385620915,0,0,26.1437908496732,16.0130718954248,8.82352941176471,1.30718954248366,0,41.1764705882353,30.0653594771242,18.6274509803922,3.24739689069566,0.933154535984962,0.825925967740734,2,3.59477124183007,2.10828025477707,235,306,306,18,15.0669734443214,1.19,18,14.1017964071856,1.27643312101911,0.183345999998435,0.213579556052975,0,0,"Least disturbed",0,"OREGONDEQ","13231-ORDEQ","WC","4",522.732,2007,125,"w","Lower Columbia-Sandy","Middle Salmon River","wadeable","Final","NO","Yes","No",8,"Yes","Yes","     "
"13234-ORDEQ:19980707:P:SR","13234-ORDEQ","Bear Creek 2.2 miles on Bear Creek Road","EMAP/REMAP/CEMAP","1998-07-07","Benthic Kick - Targeted Pool","Sample-Routine",43.96693671,-120.6760848,26,3,8,6,1,3,3,4,2,4.81927710843374,36.6265060240964,26.9879518072289,1.92771084337349,3.85542168674699,10,32.7710843373494,8,3,14,46.7469879518072,3.13253012048193,49.8795180722892,3,12,NA,1,1,NA,5,4,NA,NA,NA,3.85542168674699,84.3373493975904,0,0.240963855421687,0.481927710843374,0,6.50602409638554,3.6144578313253,0,0.963855421686747,0,77.5903614457831,55.1807228915663,23.6144578313253,2.29010188066216,0.855420573982969,0.70289564901992,4,25.5421686746988,3.87012987012987,300,415,415,9,12.3187552199209,0.73,7,14.1017964071856,0.496390658174098,0.355154905684139,0.485244040862656,0,0,"Most disturbed",33.6744365114185,"OREGONDEQ","13234-ORDEQ","WC","11",1110.996,279,150,"e","Upper Crooked","Middle Bear Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"13234-ORDEQ:19980707:R:SR","13234-ORDEQ","Bear Creek 2.2 miles on Bear Creek Road","EMAP/REMAP/CEMAP","1998-07-07","Benthic Kick - Targeted Riffle","Sample-Routine",43.96693671,-120.6760848,18,3,7,4,1,2,1,4,1,7.53968253968254,18.2539682539683,49.2063492063492,3.17460317460317,19.4444444444444,7,71.8253968253968,6,2,10,68.6507936507936,1.98412698412698,29.3650793650794,2,8,NA,NA,1,NA,4,3,NA,NA,NA,23.4126984126984,60.7142857142857,0,0,2.38095238095238,0,6.74603174603175,6.74603174603175,0,0,0,76.5873015873016,65.8730158730159,46.8253968253968,1.83510407859407,0.701197383997361,0.634902438961625,1,2.38095238095238,4.74611398963731,227,252,252,10,12.3187552199209,0.81,7,14.1017964071856,0.496390658174098,0.3222628144376,0.483541430192962,0,0,"Moderately disturbed",11.8333602791338,"OREGONDEQ","13234-ORDEQ","WC","11",1110.996,279,150,"e","Upper Crooked","Middle Bear Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13235-ORDEQ:19980708:P:SR","13235-ORDEQ","Pine Creek 4.0 miles on Pine Creek Road","EMAP/REMAP/CEMAP","1998-07-08","Benthic Kick - Targeted Pool","Sample-Routine",44.08610627,-120.4074154,41,4,10,8,7,8,3,4,1,13.2911392405063,46.2025316455696,22.4683544303797,6.0126582278481,9.49367088607595,23,37.9746835443038,9,8,23,59.4936708860759,18.6708860759494,21.5189873417722,1,14,1,1,1,NA,14,4,4,1,NA,0.316455696202532,60.126582278481,0.316455696202532,4.11392405063291,0.949367088607595,0,27.8481012658228,2.84810126582278,2.84810126582278,0.632911392405063,0,56.3291139240506,41.1392405063291,16.1392405063291,2.87900707442166,0.912331198060942,0.77526624573539,4,2.53164556962025,2.05673758865248,296,316,316,11,11.5099338225527,0.96,12,14.1017964071856,0.850955414012739,0.263817462761425,0.331956870841936,0,0,"Least disturbed",5.05115358835327,"OREGONDEQ","13235-ORDEQ","WC","11",1243.2792,381,138,"e","Upper Crooked","Pine Creek-Crooked River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"13235-ORDEQ:19980708:R:SR","13235-ORDEQ","Pine Creek 4.0 miles on Pine Creek Road","EMAP/REMAP/CEMAP","1998-07-08","Benthic Kick - Targeted Riffle","Sample-Routine",44.08610627,-120.4074154,46,5,8,9,7,14,2,4,1,12.589928057554,24.8201438848921,22.6618705035971,13.3093525179856,23.3812949640288,30,59.3525179856115,8,9,27,29.4964028776978,22.6618705035971,45.3237410071942,2,14,1,1,1,NA,13,8,6,NA,NA,10.0719424460432,51.0791366906475,5.39568345323741,0.359712230215827,0.719424460431655,0,16.1870503597122,9.35251798561151,6.83453237410072,0,0,36.6906474820144,24.8201438848921,9.71223021582734,3.3799652631005,0.955252317889681,0.882810614282122,2,2.87769784172662,2.72058823529412,269,278,278,12,11.5099338225527,1.04,14,14.1017964071856,0.992781316348195,0.237201404987776,0.283613893032176,0,0,"Least disturbed",2.59859604453468,"OREGONDEQ","13235-ORDEQ","WC","11",1243.2792,381,138,"e","Upper Crooked","Pine Creek-Crooked River","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13235-ORDEQ:19980819:P:SR","13235-ORDEQ","Pine Creek 4.0 miles on Pine Creek Road","EMAP/REMAP/CEMAP","1998-08-19","Benthic Kick - Targeted Pool","Sample-Routine",44.08610627,-120.4074154,32,5,10,6,4,4,3,5,0,14.5896656534954,50.7598784194529,23.7082066869301,5.16717325227964,3.95136778115502,14,32.8267477203647,11,8,11,51.9756838905775,17.3252279635258,25.531914893617,NA,15,NA,1,1,NA,9,2,3,NA,1,0,65.6534954407295,0,2.43161094224924,0.60790273556231,0,21.8844984802432,1.21580547112462,3.3434650455927,0,4.86322188449848,52.5835866261398,34.3465045592705,11.854103343465,2.82233208277882,0.918563631140477,0.814352899913363,3,1.82370820668693,2.11965811965812,284,329,329,10,11.5099338225527,0.87,10,14.1017964071856,0.709129511677282,0.27890582747441,0.351552795031056,0,0,"Moderately disturbed",20.3850531564329,"OREGONDEQ","13235-ORDEQ","WC","11",1243.2792,381,138,"e","Upper Crooked","Pine Creek-Crooked River","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods  habitat  "
"13235-ORDEQ:19980819:R:SR","13235-ORDEQ","Pine Creek 4.0 miles on Pine Creek Road","EMAP/REMAP/CEMAP","1998-08-19","Benthic Kick - Targeted Riffle","Sample-Routine",44.08610627,-120.4074154,32,4,8,4,7,6,2,3,2,3.94431554524362,29.9303944315545,28.3062645011601,28.0742459396752,7.88863109048724,17,64.2691415313225,6,8,15,48.9559164733179,12.7610208816705,37.122969837587,3,8,1,1,1,NA,8,5,4,NA,1,5.33642691415313,51.2761020881671,3.24825986078886,0.232018561484919,1.16009280742459,0,13.9211136890951,6.49651972157773,17.8654292343387,0,0.464037122969838,68.2134570765661,59.1647331786543,22.969837587007,2.4553602819561,0.856491388507849,0.708467220474759,2,1.62412993039443,3.44117647058824,300,431,431,10,11.5099338225527,0.87,10,14.1017964071856,0.709129511677282,0.266320023018302,0.339627329192547,0,0,"Moderately disturbed",9.91497180479504,"OREGONDEQ","13235-ORDEQ","WC","11",1243.2792,381,138,"e","Upper Crooked","Pine Creek-Crooked River","wadeable","Rejected","NO","No","No",8,"Yes","No"," methods    "
"13236-ORDEQ:19980709:P:SR","13236-ORDEQ","Trout Creek 2.8 miles on USFS Road 1018 (left to end)","EMAP/REMAP/CEMAP","1998-07-09","Benthic Kick - Targeted Pool","Sample-Routine",44.27395308,-121.689239,24,2,9,4,3,3,0,5,0,9.3841642228739,77.1260997067449,1.46627565982405,3.2258064516129,2.34604105571848,10,7.03812316715542,5,5,14,75.9530791788856,14.9560117302053,9.09090909090909,NA,10,NA,1,NA,NA,9,1,3,NA,NA,0,73.900293255132,0,1.46627565982405,0,0,23.4604105571848,0.293255131964809,0.879765395894428,0,0,82.1114369501466,71.5542521994135,37.8299120234604,2.00776467137623,0.785413123582766,0.631759176702308,2,6.158357771261,2.59016393442623,300,341,341,9,13.3638903759403,0.67,9,14.1017964071856,0.638216560509554,0.40106149446481,0.426645930533955,0,0,"Most disturbed",24.5341718260054,"OREGONDEQ","13236-ORDEQ","WC","9",1239.6216,787,125,"e","Upper Deschutes","Lower Trout Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"13236-ORDEQ:19980709:R:SR","13236-ORDEQ","Trout Creek 2.8 miles on USFS Road 1018 (left to end)","EMAP/REMAP/CEMAP","1998-07-09","Benthic Kick - Targeted Riffle","Sample-Routine",44.27395308,-121.689239,35,2,8,8,8,6,1,6,1,2.00445434298441,60.1336302895323,8.68596881959911,13.5857461024499,14.0311804008909,22,36.3028953229399,8,8,18,63.9198218262806,5.12249443207127,30.7349665924276,NA,13,1,2,1,NA,11,3,4,NA,NA,0,67.260579064588,11.5812917594655,2.00445434298441,1.11358574610245,0,7.12694877505568,0.89086859688196,10.022271714922,0,0,81.7371937639198,74.3875278396437,53.6748329621381,1.85289170754519,0.671468080800743,0.521156206227802,3,1.55902004454343,1.73248407643312,300,449,449,15,13.3638903759403,1.12,15,14.1017964071856,1.06369426751592,0.228620524292977,0.243621399176955,0,0,"Least disturbed",3.97740990477523,"OREGONDEQ","13236-ORDEQ","WC","9",1239.6216,787,125,"e","Upper Deschutes","Lower Trout Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13237-ORDEQ:19980713:P:SR","13237-ORDEQ","Brush Creek 7.0 miles on USFS Road 12 (turn right)","EMAP/REMAP/CEMAP","1998-07-13","Benthic Kick - Targeted Pool","Sample-Routine",44.50470272,-121.6595455,32,2,9,6,5,3,1,5,0,1.74927113702624,53.3527696793003,6.70553935860058,13.4110787172012,1.16618075801749,14,21.2827988338192,9,5,17,68.2215743440233,4.08163265306122,24.7813411078717,NA,11,1,2,1,NA,10,2,5,NA,NA,0,68.8046647230321,0.291545189504373,4.08163265306122,2.04081632653061,0,16.6180758017493,2.04081632653061,6.12244897959184,0,0,65.3061224489796,58.0174927113703,43.4402332361516,2.29278909854514,0.768719526627219,0.661559092455071,5,20.4081632653061,2.87755102040816,293,343,343,8,13.2703307312803,0.6,11,14.1017964071856,0.780042462845011,0.428923891865495,0.377862595419847,0,0,"Most disturbed",27.8047182445748,"OREGONDEQ","13237-ORDEQ","WC","9",885.444,483,144,"e","Upper Deschutes","Canyon Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"13237-ORDEQ:19980713:R:SR","13237-ORDEQ","Brush Creek 7.0 miles on USFS Road 12 (turn right)","EMAP/REMAP/CEMAP","1998-07-13","Benthic Kick - Targeted Riffle","Sample-Routine",44.50470272,-121.6595455,37,3,6,8,8,8,1,2,0,2.61780104712042,23.0366492146597,29.8429319371728,30.8900523560209,10.4712041884817,24,71.2041884816754,4,10,21,29.8429319371728,13.6125654450262,54.9738219895288,1,11,1,3,1,NA,12,3,5,NA,NA,5.75916230366492,36.1256544502618,0.523560209424084,2.61780104712042,1.04712041884817,0,36.1256544502618,9.42408376963351,8.37696335078534,0,0,54.9738219895288,40.8376963350785,16.7539267015707,2.89764726927742,0.913518518518519,0.802468330595618,3,2.61780104712042,2.22727272727273,177,191,191,10,13.2703307312803,0.75,13,14.1017964071856,0.921868365180467,0.355369740266931,0.281926646045073,0,0,"Most disturbed",3.19473740284204,"OREGONDEQ","13237-ORDEQ","WC","9",885.444,483,144,"e","Upper Deschutes","Canyon Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13237-ORDEQ:19980924:P:SR","13237-ORDEQ","Brush Creek 7.0 miles on USFS Road 12 (turn right)","EMAP/REMAP/CEMAP","1998-09-24","Benthic Kick - Targeted Pool","Sample-Routine",44.50470272,-121.6595455,36,1,11,4,9,7,0,5,0,0.928792569659443,53.5603715170279,6.19195046439629,30.030959752322,4.3343653250774,20,40.5572755417957,6,5,24,50.7739938080495,4.64396284829721,43.6532507739938,NA,10,1,2,NA,NA,14,1,8,NA,NA,0,55.1083591331269,0.619195046439629,1.23839009287926,0,0,34.3653250773994,0.619195046439629,7.73993808049536,0.309597523219814,0,70.2786377708978,60.061919504644,33.1269349845201,2.45488919480896,0.832342449464923,0.685049873314357,3,4.3343653250774,2.09708737864078,300,323,323,8,13.2703307312803,0.6,10,14.1017964071856,0.709129511677282,0.458270449636049,0.39776397515528,0,0,"Most disturbed",13.2886687610162,"OREGONDEQ","13237-ORDEQ","WC","9",885.444,483,144,"e","Upper Deschutes","Canyon Creek","wadeable","Rejected","NO","No","No",9,"Yes","No"," methods  habitat  "
"13237-ORDEQ:19980924:R:SR","13237-ORDEQ","Brush Creek 7.0 miles on USFS Road 12 (turn right)","EMAP/REMAP/CEMAP","1998-09-24","Benthic Kick - Targeted Riffle","Sample-Routine",44.50470272,-121.6595455,41,1,7,10,10,9,1,2,2,0.727272727272727,16.7272727272727,20.3636363636364,29.4545454545455,21.8181818181818,29,71.6363636363636,4,9,25,21.4545454545455,9.45454545454546,67.2727272727273,2,10,2,3,1,NA,13,5,5,NA,NA,4,30.1818181818182,14.5454545454545,5.81818181818182,5.09090909090909,0,14.1818181818182,4.72727272727273,21.4545454545455,0,0,47.2727272727273,36.7272727272727,13.4545454545455,3.09738190823616,0.932032751868992,0.834070768683103,3,10.5454545454545,1.59217877094972,251,275,275,10,13.2703307312803,0.75,14,14.1017964071856,0.992781316348195,0.353269713668437,0.273385893884509,0,0,"Most disturbed",2.81692770937138,"OREGONDEQ","13237-ORDEQ","WC","9",885.444,483,144,"e","Upper Deschutes","Canyon Creek","wadeable","Rejected","NO","No","No",9,"Yes","No"," methods    "
"13239-ORDEQ:19980716:P:SR","13239-ORDEQ","Wolf Creek 0.7 miles on USFS Road (42)-800","EMAP/REMAP/CEMAP","1998-07-16","Benthic Kick - Targeted Pool","Sample-Routine",44.27287657,-119.8222957,31,3,8,6,3,8,2,5,1,24.0384615384615,23.5576923076923,6.25,21.6346153846154,21.6346153846154,17,49.5192307692308,8,4,19,13.9423076923077,21.6346153846154,64.4230769230769,2,12,1,2,1,NA,5,6,2,NA,NA,1.44230769230769,34.1346153846154,0.480769230769231,14.9038461538462,0.961538461538462,0,35.0961538461538,10.5769230769231,2.40384615384615,0,0,60.5769230769231,44.2307692307692,20.6730769230769,2.73761510069227,0.894940224610554,0.797211794242172,3,2.88461538461538,2.76223776223776,136,208,208,9,12.5801829067967,0.72,9,14.1017964071856,0.638216560509554,0.371525331834148,0.429756350440643,0,0,"Most disturbed",0,"OREGONDEQ","13239-ORDEQ","WC","11",1256.0808,432,136,"e","Beaver-South Fork","Wolf Creek","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods  habitat  "
"13239-ORDEQ:19980716:R:SR","13239-ORDEQ","Wolf Creek 0.7 miles on USFS Road (42)-800","EMAP/REMAP/CEMAP","1998-07-16","Benthic Kick - Targeted Riffle","Sample-Routine",44.27287657,-119.8222957,28,6,8,4,3,7,2,4,1,35.6617647058824,29.7794117647059,3.67647058823529,15.0735294117647,15.8088235294118,14,34.5588235294118,6,8,13,17.2794117647059,51.1029411764706,31.25,2,12,1,1,NA,NA,6,4,NA,1,1,8.45588235294118,49.2647058823529,1.47058823529412,9.92647058823529,0,0,16.5441176470588,6.25,0,7.72058823529412,0.367647058823529,54.4117647058823,38.9705882352941,20.9558823529412,2.70323826526307,0.903601871337946,0.81124620563008,NA,0,3.43589743589744,236,272,272,9,12.5801829067967,0.72,10,14.1017964071856,0.709129511677282,0.375078029567214,0.403229813664596,0,0,"Most disturbed",0,"OREGONDEQ","13239-ORDEQ","WC","11",1256.0808,432,136,"e","Beaver-South Fork","Wolf Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13240-ORDEQ:19980715:P:SR","13240-ORDEQ","South Fork Beaver Creek at Bernard Ranch","EMAP/REMAP/CEMAP","1998-07-15","Benthic Kick - Targeted Pool","Sample-Routine",44.11051747,-119.7195728,11,3,4,1,1,0,1,3,0,37.9310344827586,41.3793103448276,3.44827586206897,3.44827586206897,0,2,6.89655172413793,4,2,4,37.9310344827586,13.7931034482759,37.9310344827586,NA,6,NA,1,NA,NA,3,1,NA,NA,NA,0,48.2758620689655,0,10.3448275862069,0,0,17.2413793103448,24.1379310344828,0,0,0,72.4137931034483,55.1724137931034,24.1379310344828,2.15617566880979,0.858501783590963,0.89919509549452,1,3.44827586206897,4.33333333333333,28,29,29,6,11.6755454205445,0.51,5,14.1017964071856,0.354564755838641,0.462172230926341,0.580564263322884,0,0,"Most disturbed",31.7588864299651,"OREGONDEQ","13240-ORDEQ","WC","11",1252.1184,432,145,"e","Beaver-South Fork","Rock Creek-South Fork Beaver Creek","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods  habitat  "
"13240-ORDEQ:19980715:R:SR","13240-ORDEQ","South Fork Beaver Creek at Bernard Ranch","EMAP/REMAP/CEMAP","1998-07-15","Benthic Kick - Targeted Riffle","Sample-Routine",44.11051747,-119.7195728,21,2,7,4,1,4,1,2,1,27.0833333333333,8.33333333333333,23.6111111111111,1.38888888888889,21.5277777777778,9,46.5277777777778,4,2,14,38.8888888888889,10.4166666666667,49.3055555555556,2,8,NA,NA,1,NA,5,4,NA,NA,1,16.6666666666667,38.8888888888889,0,0,15.2777777777778,0,4.86111111111111,22.9166666666667,0,0,1.38888888888889,68.75,48.6111111111111,17.3611111111111,2.36172945029335,0.87109375,0.775730676519291,2,17.3611111111111,4.2967032967033,126,144,144,9,11.6755454205445,0.77,8,14.1017964071856,0.567303609341826,0.353527570224588,0.435925223516662,0,0,"Most disturbed",12.858091478268,"OREGONDEQ","13240-ORDEQ","WC","11",1252.1184,432,145,"e","Beaver-South Fork","Rock Creek-South Fork Beaver Creek","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods    "
"13241-ORDEQ:19980720:P:SR","13241-ORDEQ","First Creek at USFS Road (1220)-100","EMAP/REMAP/CEMAP","1998-07-20","Benthic Kick - Targeted Pool","Sample-Routine",44.45638391,-121.7062168,32,2,9,6,6,4,3,4,0,2.97872340425532,48.5106382978723,14.8936170212766,22.9787234042553,5.1063829787234,16,42.9787234042553,9,5,16,48.5106382978723,5.53191489361702,45.1063829787234,NA,11,NA,1,1,NA,12,1,5,1,NA,0,36.1702127659575,0,0.425531914893617,0.425531914893617,0,45.531914893617,1.70212765957447,13.1914893617021,2.5531914893617,0,58.7234042553191,45.9574468085106,22.9787234042553,2.70301528663738,0.884789173224008,0.779925349895763,4,5.1063829787234,1.93023255813953,199,235,235,7,13.1088122520972,0.53,9,14.1017964071856,0.638216560509554,0.435876417114851,0.402280974598237,0,0,"Most disturbed",10.1450058966105,"OREGONDEQ","13241-ORDEQ","WC","9",953.7192,483,144,"e","Upper Deschutes","First Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods  habitat  "
"13241-ORDEQ:19980720:R:SR","13241-ORDEQ","First Creek at USFS Road (1220)-100","EMAP/REMAP/CEMAP","1998-07-20","Benthic Kick - Targeted Riffle","Sample-Routine",44.45638391,-121.7062168,41,0,8,14,8,8,3,2,0,0,31.3380281690141,32.0422535211268,16.1971830985916,9.85915492957746,30,58.0985915492958,6,7,26,43.6619718309859,14.0845070422535,39.7887323943662,1,13,1,2,1,NA,13,5,4,NA,1,1.40845070422535,51.4084507042254,0.352112676056338,3.87323943661972,2.46478873239437,0,19.0140845070423,14.0845070422535,6.33802816901408,0,1.05633802816901,53.169014084507,39.7887323943662,16.1971830985916,3.03149575192856,0.923994617255836,0.816328779265869,3,10.5633802816901,2.09411764705882,275,284,284,10,13.1088122520972,0.76,14,14.1017964071856,0.992781316348195,0.341187199940778,0.234604730449606,0,0,"Most disturbed",0,"OREGONDEQ","13241-ORDEQ","WC","9",953.7192,483,144,"e","Upper Deschutes","First Creek","wadeable","Rejected","NO","No","No",7,"Yes","No"," methods    "
"13242-ORDEQ:19980722:P:SR","13242-ORDEQ","Tumalo Creek at Shevlin Park Covered Bridge","EMAP/REMAP/CEMAP","1998-07-22","Benthic Kick - Targeted Pool","Sample-Routine",44.07480453,-121.3801728,26,2,9,6,4,2,2,5,0,1.78571428571429,52.6785714285714,9.82142857142857,29.4642857142857,1.78571428571429,12,41.0714285714286,8,4,14,44.6428571428571,7.14285714285714,48.2142857142857,NA,12,NA,2,1,NA,6,2,3,NA,NA,0,41.9642857142857,0,5.35714285714286,1.78571428571429,0,44.6428571428571,3.57142857142857,2.67857142857143,0,0,60.7142857142857,48.2142857142857,25.8928571428571,2.60843282169682,0.877097505668934,0.800600225087504,3,4.46428571428571,2.07017543859649,79,112,112,9,11.8158036701907,0.76,10,14.1017964071856,0.709129511677282,0.349966958592115,0.407701863354037,0,0,"Most disturbed",8.96691335044544,"OREGONDEQ","13242-ORDEQ","WC","9",1109.1672,330,148,"e","Upper Deschutes","Lower Tumalo Creek","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods  habitat  "
"13242-ORDEQ:19980722:R:SR","13242-ORDEQ","Tumalo Creek at Shevlin Park Covered Bridge","EMAP/REMAP/CEMAP","1998-07-22","Benthic Kick - Targeted Riffle","Sample-Routine",44.07480453,-121.3801728,26,2,7,8,3,4,1,3,0,1.9047619047619,5.71428571428571,37.6190476190476,45.2380952380952,7.14285714285714,15,90,4,4,16,10,7.61904761904762,80.9523809523809,1,10,NA,1,NA,NA,8,3,2,NA,1,1.42857142857143,17.6190476190476,0,0.476190476190476,0,0,53.8095238095238,24.2857142857143,1.42857142857143,0,0.952380952380952,70.9523809523809,64.2857142857143,41.9047619047619,2.16274456332276,0.767859397489962,0.663806163532562,1,1.9047619047619,1.86170212765957,119,210,210,8,11.8158036701907,0.68,11,14.1017964071856,0.780042462845011,0.370307021953352,0.352099236641221,0,0,"Most disturbed",0.178893343456864,"OREGONDEQ","13242-ORDEQ","WC","9",1109.1672,330,148,"e","Upper Deschutes","Lower Tumalo Creek","wadeable","Rejected","YES","No","No",7,"Yes","No","lowcount methods    "
